id,building_id,floor,is_apartment,kitchen_area,living_area,rooms,studio,total_area,build_year,building_type_int,latitude,longitude,ceiling_height,flats_count,floors_total,has_elevator,target
802,6220.0,9,0,9.899999618530272,19.899999618530277,1,0,35.099998474121094,1965,6,55.71711349487305,37.78112030029297,2.640000104904175,84,12,1,9500000
803,18012.0,7,0,0.0,16.600000381469727,1,0,43.0,2001,2,55.79484939575195,37.60801315307617,3.0,97,10,1,13500000
804,17821.0,9,0,9.0,32.0,2,0,56.0,2000,4,55.74003982543945,37.7617416381836,2.700000047683716,80,10,1,13500000
805,18579.0,1,0,10.100000381469728,43.09999847412109,3,0,76.0,2002,4,55.67201614379883,37.57087707519531,2.640000104904175,771,17,1,20000000
806,9293.0,3,0,3.0,14.0,1,0,24.0,1971,1,55.80880737304688,37.707305908203125,2.5999999046325684,208,9,1,5200000
807,23964.0,9,0,0.0,0.0,2,0,51.0099983215332,2017,4,55.724727630615234,37.74306869506836,2.700000047683716,192,17,1,8490104
808,5576.0,1,0,6.179999828338623,29.34000015258789,2,0,44.52000045776367,1964,4,55.79558944702149,37.72262191772461,2.640000104904175,180,5,0,9500000
809,23007.0,7,0,13.5,0.0,1,0,52.0,2015,2,55.65634536743164,37.42433547973633,3.0,512,11,1,17990000
810,13731.0,5,0,8.0,30.0,2,0,50.0,1982,4,55.99469757080078,37.196685791015625,2.640000104904175,142,12,1,5900000
811,23226.0,3,0,13.199999809265137,33.70000076293945,2,0,60.29999923706055,2015,4,55.70142364501953,37.93003463745117,2.740000009536743,320,17,1,10400000
812,3781.0,1,0,5.199999809265137,28.600000381469727,2,0,43.900001525878906,1961,1,55.80890274047852,37.65300369262695,2.4800000190734863,80,5,0,7490000
813,8507.0,5,0,6.0,38.20000076293945,3,0,58.5,1969,4,55.88516616821289,37.66230773925781,2.640000104904175,279,9,1,14250000
814,17825.0,8,0,8.0,19.0,1,0,37.5,2000,4,55.7523078918457,37.71442794799805,2.740000009536743,222,17,1,12990000
815,19323.0,13,0,11.899999618530272,20.899999618530277,1,0,38.900001525878906,2004,4,55.5886344909668,37.671268463134766,2.700000047683716,250,16,1,8900000
816,17560.0,11,0,8.5,19.0,1,0,36.900001525878906,1999,4,55.85673141479492,37.564247131347656,2.640000104904175,135,17,1,10900000
817,20965.0,11,0,9.199999809265137,31.799999237060547,2,0,54.0,2008,4,55.501739501953125,37.58062362670898,2.640000104904175,156,14,1,7680000
818,14741.0,3,0,10.0,45.0,3,0,73.0,1987,4,55.6279182434082,37.51202774047852,2.640000104904175,327,17,1,17300000
819,13952.0,4,0,8.579999923706055,30.350000381469727,2,0,52.09000015258789,1983,4,55.86207962036133,37.59672164916992,2.640000104904175,238,12,1,10900000
820,20682.0,8,0,12.899999618530272,33.20000076293945,2,0,59.0,2007,4,55.80355453491211,37.813602447509766,2.740000009536743,64,17,1,16300000
821,14152.0,1,0,9.0,32.0,2,0,56.0,1984,4,55.76321029663086,37.41058349609375,2.640000104904175,542,17,1,14000000
822,17120.0,2,0,9.0,14.0,1,0,37.0,1998,4,55.53181838989258,37.51689910888672,2.640000104904175,318,10,1,9000000
823,19943.0,6,0,8.7,33.2,2,0,56.1,2006,1,55.78324508666992,37.66888427734375,3.0,158,7,1,15400000
824,11410.0,1,0,8.520000457763672,30.34000015258789,2,0,51.84000015258789,1975,4,55.88949203491211,37.59762191772461,2.640000104904175,230,12,1,12500000
